clinched_playoffs,division_id,draft_grade,draft_position,draft_recap_url,faab_balance,has_draft_grade,league_scoring_type,name,number_of_moves,number_of_trades,team_id,team_key,url,waiver_priority,season,managers.manager,roster_adds.coverage_type,roster_adds.coverage_value,roster_adds.value,team_logos.team_logo,team_points.coverage_type,team_points.season,team_points.total,team_standings.divisional_outcome_totals.losses,team_standings.divisional_outcome_totals.ties,team_standings.divisional_outcome_totals.wins,team_standings.outcome_totals.losses,team_standings.outcome_totals.percentage,team_standings.outcome_totals.ties,team_standings.outcome_totals.wins,team_standings.playoff_seed,team_standings.points_against,team_standings.points_for,team_standings.rank,team_standings.streak.type,team_standings.streak.value,is_owned_by_current_login
1.0,,A-,12.0,https://football.fantasysports.yahoo.com/2017/f1/192551/14/draftrecap,65,1,head,"b""We're Back""",8,0,14,371.l.192551.t.14,https://football.fantasysports.yahoo.com/2017/f1/192551/14,12,2017,"Manager({
  ""felo_score"": 645,
  ""felo_tier"": ""silver"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Nate""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28608958973_a1d1171a85.jpg""
})",season,2017,1396.1,,,,5,0.615,0,8,3.0,1247.4100000000003,1396.1,4,loss,1,
1.0,,C,9.0,https://football.fantasysports.yahoo.com/2017/f1/192551/3/draftrecap,69,1,head,"b""Jadeveon's Hit Men""",8,1,3,371.l.192551.t.3,https://football.fantasysports.yahoo.com/2017/f1/192551/3,11,2017,"Manager({
  ""felo_score"": 547,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2017,1301.23,,,,5,0.615,0,8,4.0,1209.83,1301.23,5,loss,1,
1.0,,B,7.0,https://football.fantasysports.yahoo.com/2017/f1/192551/12/draftrecap,0,1,head,b'Big Blue',40,2,12,371.l.192551.t.12,https://football.fantasysports.yahoo.com/2017/f1/192551/12,9,2017,"Manager({
  ""felo_score"": 589,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""matt""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2017,1276.52,,,,7,0.462,0,6,6.0,1298.16,1276.52,6,win,1,
,,B,8.0,https://football.fantasysports.yahoo.com/2017/f1/192551/8/draftrecap,5,1,head,b'The fishingtons',17,1,8,371.l.192551.t.8,https://football.fantasysports.yahoo.com/2017/f1/192551/8,5,2017,"Manager({
  ""felo_score"": 812,
  ""felo_tier"": ""platinum"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2017,1178.02,,,,7,0.462,0,6,10.0,1217.0799999999997,1178.02,7,loss,1,
,,B+,13.0,https://football.fantasysports.yahoo.com/2017/f1/192551/2/draftrecap,84,1,head,b'Immortal Duffmen',10,0,2,371.l.192551.t.2,https://football.fantasysports.yahoo.com/2017/f1/192551/2,7,2017,"Manager({
  ""felo_score"": 552,
  ""felo_tier"": ""bronze"",
  ""guid"": ""G2NCGCH26SABV5CRAMOQE2FQ4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/4448/27143436649_398964_64sq.jpg"",
  ""manager_id"": 2,
  ""nickname"": ""PD""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_7.png""
})",season,2017,1219.93,,,,7,0.462,0,6,8.0,1202.77,1219.93,8,win,2,
,,C+,14.0,https://football.fantasysports.yahoo.com/2017/f1/192551/13/draftrecap,1,1,head,b'who invited canada',26,0,13,371.l.192551.t.13,https://football.fantasysports.yahoo.com/2017/f1/192551/13,6,2017,"Manager({
  ""felo_score"": 731,
  ""felo_tier"": ""gold"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Peter""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2017,1207.37,,,,7,0.462,0,6,9.0,1266.0699999999997,1207.37,9,loss,3,
,,B,6.0,https://football.fantasysports.yahoo.com/2017/f1/192551/5/draftrecap,0,1,head,b'The Twelve Apostles',19,0,5,371.l.192551.t.5,https://football.fantasysports.yahoo.com/2017/f1/192551/5,8,2017,"Manager({
  ""felo_score"": 534,
  ""felo_tier"": ""bronze"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""Matt Jones""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2017,1233.06,,,,7,0.462,0,6,7.0,1323.2600000000002,1233.06,10,win,4,
,,C,4.0,https://football.fantasysports.yahoo.com/2017/f1/192551/9/draftrecap,33,1,head,b'The Scientist',24,0,9,371.l.192551.t.9,https://football.fantasysports.yahoo.com/2017/f1/192551/9,4,2017,"Manager({
  ""felo_score"": 804,
  ""felo_tier"": ""platinum"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_8.png""
})",season,2017,1225.1,,,,8,0.385,0,5,11.0,1383.3000000000002,1225.1,11,win,1,
,,B-,2.0,https://football.fantasysports.yahoo.com/2017/f1/192551/4/draftrecap,90,1,head,"b""John Brown's Army""",6,0,4,371.l.192551.t.4,https://football.fantasysports.yahoo.com/2017/f1/192551/4,3,2017,"Manager({
  ""felo_score"": 504,
  ""felo_tier"": ""bronze"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24786781294_c253137187.jpg""
})",season,2017,1125.47,,,,8,0.385,0,5,12.0,1231.23,1125.47,12,loss,2,
,,B,5.0,https://football.fantasysports.yahoo.com/2017/f1/192551/10/draftrecap,40,1,head,b'Thug Bungalow',23,0,10,371.l.192551.t.10,https://football.fantasysports.yahoo.com/2017/f1/192551/10,2,2017,"Manager({
  ""felo_score"": 590,
  ""felo_tier"": ""bronze"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 10,
  ""nickname"": ""Mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2017,1260.27,,,,9,0.308,0,4,,1284.71,1260.27,13,loss,1,1.0
,,A,1.0,https://football.fantasysports.yahoo.com/2017/f1/192551/6/draftrecap,48,1,head,b'SuperCam That Ho',19,1,6,371.l.192551.t.6,https://football.fantasysports.yahoo.com/2017/f1/192551/6,1,2017,"Manager({
  ""felo_score"": 536,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Lauren""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2017,1029.9,,,,9,0.308,0,4,,1335.7699999999998,1029.9,14,loss,3,
1.0,,C,,https://football.fantasysports.yahoo.com/2018/f1/799346/13/draftrecap,0,1,head,b'who invited canada',36,1,13,380.l.799346.t.13,https://football.fantasysports.yahoo.com/2018/f1/799346/13,13,2018,"Manager({
  ""felo_score"": 796,
  ""felo_tier"": ""gold"",
  ""guid"": ""3PGSNJHQVI64SC542EWTA2WWNQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/4594/38094624950_d27a12_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Peter""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24996767240_023cabaf10.jpg""
})",season,2018,1699.12,,,,5,0.615,0,8,2.0,1580.1599999999999,1699.12,1,loss,2,
1.0,,B,,https://football.fantasysports.yahoo.com/2018/f1/799346/9/draftrecap,0,1,head,b'The Scientist',28,1,9,380.l.799346.t.9,https://football.fantasysports.yahoo.com/2018/f1/799346/9,14,2018,"Manager({
  ""felo_score"": 901,
  ""felo_tier"": ""diamond"",
  ""guid"": ""RN5O32YPZSZDB4FX5ZUV5YOENE"",
  ""image_url"": ""https://s.yimg.com/ag/images/4682/37719466143_3d2115_64sq.jpg"",
  ""manager_id"": 9,
  ""nickname"": ""Kyle""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_8.png""
})",season,2018,1676.92,,,,1,0.923,0,12,1.0,1242.7399999999998,1676.92,2,win,9,
1.0,,B,,https://football.fantasysports.yahoo.com/2018/f1/799346/5/draftrecap,0,1,head,b'The Twelve Apostles',23,1,5,380.l.799346.t.5,https://football.fantasysports.yahoo.com/2018/f1/799346/5,10,2018,"Manager({
  ""felo_score"": 559,
  ""felo_tier"": ""bronze"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 5,
  ""nickname"": ""Matt Jones""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2018,1396.72,,,,5,0.615,0,8,5.0,1380.06,1396.72,3,win,1,
1.0,,B,,https://football.fantasysports.yahoo.com/2018/f1/799346/10/draftrecap,59,1,head,b'Thug Bungalow',20,1,10,380.l.799346.t.10,https://football.fantasysports.yahoo.com/2018/f1/799346/10,12,2018,"Manager({
  ""felo_score"": 599,
  ""felo_tier"": ""bronze"",
  ""guid"": ""UG3O3JYLMANG47RCKVEORYV7CM"",
  ""image_url"": ""https://s.yimg.com/ag/images/1893/58868684902_267b2c_64sq.jpg"",
  ""is_current_login"": 1,
  ""manager_id"": 10,
  ""nickname"": ""Mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36934817552_9f9003.jpg""
})",season,2018,1482.18,,,,5,0.615,0,8,3.0,1476.6799999999998,1482.18,4,loss,1,1.0
1.0,,C,,https://football.fantasysports.yahoo.com/2018/f1/799346/1/draftrecap,0,1,head,b'The Ice Cold Bruschi',40,2,1,380.l.799346.t.1,https://football.fantasysports.yahoo.com/2018/f1/799346/1,9,2018,"Manager({
  ""felo_score"": 786,
  ""felo_tier"": ""gold"",
  ""guid"": ""AH4HVFPFUWABOULTM3I26IVX44"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""is_commissioner"": 0,
  ""manager_id"": 1,
  ""nickname"": ""Ricky""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29131856121_7f0b5a8207.jpg""
})",season,2018,1580.74,,,,6,0.538,0,7,6.0,1444.9399999999998,1580.74,5,loss,1,
1.0,,B,,https://football.fantasysports.yahoo.com/2018/f1/799346/14/draftrecap,75,1,head,"b""We're Back""",6,0,14,380.l.799346.t.14,https://football.fantasysports.yahoo.com/2018/f1/799346/14,11,2018,"Manager({
  ""felo_score"": 628,
  ""felo_tier"": ""silver"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 14,
  ""nickname"": ""Nate""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28608958973_a1d1171a85.jpg""
})",season,2018,1436.56,,,,5,0.615,0,8,4.0,1436.4,1436.56,6,win,2,
,,C-,,https://football.fantasysports.yahoo.com/2018/f1/799346/8/draftrecap,50,1,head,b'The fishingtons',15,0,8,380.l.799346.t.8,https://football.fantasysports.yahoo.com/2018/f1/799346/8,7,2018,"Manager({
  ""felo_score"": 797,
  ""felo_tier"": ""gold"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2018,1403.62,,,,6,0.538,0,7,8.0,1498.4200000000003,1403.62,7,win,1,
,,B+,,https://football.fantasysports.yahoo.com/2018/f1/799346/2/draftrecap,72,1,head,b'Immortal Duffmen',16,0,2,380.l.799346.t.2,https://football.fantasysports.yahoo.com/2018/f1/799346/2,8,2018,"Manager({
  ""felo_score"": 562,
  ""felo_tier"": ""bronze"",
  ""guid"": ""G2NCGCH26SABV5CRAMOQE2FQ4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/4448/27143436649_398964_64sq.jpg"",
  ""manager_id"": 2,
  ""nickname"": ""PD""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_7.png""
})",season,2018,1419.44,,,,6,0.538,0,7,7.0,1411.38,1419.44,8,win,3,
,,C+,,https://football.fantasysports.yahoo.com/2018/f1/799346/6/draftrecap,35,1,head,b'SuperCam That Ho',21,1,6,380.l.799346.t.6,https://football.fantasysports.yahoo.com/2018/f1/799346/6,5,2018,"Manager({
  ""felo_score"": 545,
  ""felo_tier"": ""bronze"",
  ""guid"": ""P6DPCCZF3N36UIJH7KYG3DOG4M"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Lauren""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29030871280_78c2eac8d1.jpg""
})",season,2018,1556.32,,,,8,0.385,0,5,10.0,1553.9800000000002,1556.32,9,loss,1,
,,B,,https://football.fantasysports.yahoo.com/2018/f1/799346/4/draftrecap,9,1,head,"b""John Brown's Army""",10,1,4,380.l.799346.t.4,https://football.fantasysports.yahoo.com/2018/f1/799346/4,3,2018,"Manager({
  ""felo_score"": 502,
  ""felo_tier"": ""bronze"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24786781294_c253137187.jpg""
})",season,2018,1529.6,,,,9,0.308,0,4,12.0,1600.4600000000003,1529.6,10,win,1,
,,A-,,https://football.fantasysports.yahoo.com/2018/f1/799346/3/draftrecap,96,1,head,"b""Jadeveon's Hit Men""",9,0,3,380.l.799346.t.3,https://football.fantasysports.yahoo.com/2018/f1/799346/3,6,2018,"Manager({
  ""felo_score"": 559,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2018,1613.76,,,,7,0.462,0,6,9.0,1505.9199999999996,1613.76,11,win,2,
,,C+,,https://football.fantasysports.yahoo.com/2018/f1/799346/11/draftrecap,4,1,head,b'Thunder Crotches',25,0,11,380.l.799346.t.11,https://football.fantasysports.yahoo.com/2018/f1/799346/11,4,2018,"Manager({
  ""felo_score"": 586,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QQ55LWU6E5JC3VLOC4YLR4ERME"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 11,
  ""nickname"": ""Jake""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25212692992_7524090cb0.jpg""
})",season,2018,1196.6,,,,8,0.385,0,5,11.0,1575.8799999999999,1196.6,12,loss,5,
,,C-,,https://football.fantasysports.yahoo.com/2018/f1/799346/12/draftrecap,43,1,head,b'Saquon These Nuts',27,1,12,380.l.799346.t.12,https://football.fantasysports.yahoo.com/2018/f1/799346/12,2,2018,"Manager({
  ""felo_score"": 590,
  ""felo_tier"": ""bronze"",
  ""guid"": ""QLFIQZP7SKRWBM6VIEIBJCPSYQ"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 12,
  ""nickname"": ""matt""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/36581429470_8997e9.jpg""
})",season,2018,1418.04,,,,9,0.308,0,4,,1520.34,1418.04,13,loss,4,
,,B-,,https://football.fantasysports.yahoo.com/2018/f1/799346/7/draftrecap,21,1,head,b'Starr is Born',22,3,7,380.l.799346.t.7,https://football.fantasysports.yahoo.com/2018/f1/799346/7,1,2018,"Manager({
  ""felo_score"": 599,
  ""felo_tier"": ""bronze"",
  ""guid"": ""6ULIXQKSLBRKIB6HHDSUWJKNAI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 7,
  ""nickname"": ""Nick""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_9.png""
})",season,2018,1362.18,,,,11,0.154,0,2,,1544.4399999999998,1362.18,14,loss,4,
1.0,,C+,,https://football.fantasysports.yahoo.com/2019/f1/820083/6/draftrecap,0,1,head,b'Starr is Born',32,1,6,390.l.820083.t.6,https://football.fantasysports.yahoo.com/2019/f1/820083/6,9,2019,"Manager({
  ""felo_score"": 678,
  ""felo_tier"": ""silver"",
  ""guid"": ""6ULIXQKSLBRKIB6HHDSUWJKNAI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 6,
  ""nickname"": ""Nick""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_9.png""
})",season,2019,1691.86,,,,6,0.538,0,7,6.0,1750.6599999999999,1691.86,1,win,1,
1.0,,C+,,https://football.fantasysports.yahoo.com/2019/f1/820083/8/draftrecap,92,1,head,b'The fishingtons',5,0,8,390.l.820083.t.8,https://football.fantasysports.yahoo.com/2019/f1/820083/8,11,2019,"Manager({
  ""felo_score"": 818,
  ""felo_tier"": ""platinum"",
  ""guid"": ""YYVP5ZVV2OWTUYFIJFGXOVDODY"",
  ""image_url"": ""https://s.yimg.com/ag/images/4577/38998536422_a0c559_64sq.jpg"",
  ""manager_id"": 8,
  ""nickname"": ""mike""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://s.yimg.com/cv/apiv2/default/nfl/nfl_6.png""
})",season,2019,1746.9,,,,5,0.615,0,8,4.0,1581.6399999999999,1746.9,2,win,3,
1.0,,B,,https://football.fantasysports.yahoo.com/2019/f1/820083/10/draftrecap,13,1,head,b'The Twelve Apostles',18,0,10,390.l.820083.t.10,https://football.fantasysports.yahoo.com/2019/f1/820083/10,14,2019,"Manager({
  ""felo_score"": 642,
  ""felo_tier"": ""silver"",
  ""guid"": ""7RGUFN54OGM3YX5YNBB6JMEPCA"",
  ""image_url"": ""https://s.yimg.com/ag/images/4541/25163236808_6f42ac_64sq.jpg"",
  ""manager_id"": 10,
  ""nickname"": ""Matt Jones""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28669172654_fc6db1e37c.jpg""
})",season,2019,1762.5,,,,1,0.923,0,12,1.0,1470.34,1762.5,3,win,12,
1.0,,B+,,https://football.fantasysports.yahoo.com/2019/f1/820083/3/draftrecap,85,1,head,"b""Jadeveon's Hit Men""",14,0,3,390.l.820083.t.3,https://football.fantasysports.yahoo.com/2019/f1/820083/3,13,2019,"Manager({
  ""felo_score"": 579,
  ""felo_tier"": ""bronze"",
  ""guid"": ""J57JIHTZDZCZL5EJVFDBBFGNCI"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 3,
  ""nickname"": ""Tim""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/25186667852_5eec19e99b.jpg""
})",season,2019,1757.48,,,,4,0.692,0,9,2.0,1676.1800000000003,1757.48,4,win,2,
1.0,,A-,,https://football.fantasysports.yahoo.com/2019/f1/820083/13/draftrecap,70,1,head,"b""We're Back""",6,0,13,390.l.820083.t.13,https://football.fantasysports.yahoo.com/2019/f1/820083/13,10,2019,"Manager({
  ""felo_score"": 697,
  ""felo_tier"": ""silver"",
  ""guid"": ""LV7TOCSXSMT57HTI7Y6ZE76JFE"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 13,
  ""nickname"": ""Nate""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/28608958973_a1d1171a85.jpg""
})",season,2019,1710.56,,,,5,0.615,0,8,5.0,1714.6200000000001,1710.56,5,win,1,
1.0,,C,,https://football.fantasysports.yahoo.com/2019/f1/820083/4/draftrecap,27,1,head,"b""John Brown's Army""",16,2,4,390.l.820083.t.4,https://football.fantasysports.yahoo.com/2019/f1/820083/4,12,2019,"Manager({
  ""felo_score"": 529,
  ""felo_tier"": ""bronze"",
  ""guid"": ""HLYYB5KPQ3TXP4GMCKTNL7PY4U"",
  ""image_url"": ""https://s.yimg.com/ag/images/default_user_profile_pic_64sq.jpg"",
  ""manager_id"": 4,
  ""nickname"": ""Eric""
})",week,17,0,"TeamLogo({
  ""size"": ""large"",
  ""url"": ""https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24786781294_c253137187.jpg""
})",season,2019,1866.5,,,,5,0.615,0,8,3.0,1655.0800000000002,1866.5,6,loss,3,
